Código,Espécie,Local de pouso,Local de pouso,Sexo,Data da captura,Hora de captura,Temperatura (°C),Umidade (%),Localidade,Latitude,Longitude,Ambiente,Mês,Armadilha,Coletadores,Observações Augusto
PTC 248,Tabanus antarcticus,9D,Perna traseira,F,26.xi.2019,17:34,"29,9",83,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Novembro,Cavalo com puçá,TALLITA,
PTC 249,Tabanus antarcticus,9E,Perna traseira,F,26.xi.2019,17:53,"29,9",86,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Novembro,Cavalo com puçá,TALLITA,
PTC 250,Stypommisa apicalis,7E,Perna traseira,F,26.xi.2019,17:54,"29,2",87,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Novembro,Cavalo com puçá,MARLON,
PTC 251,Tabanus rupripes,8D,Perna traseira,F,26.xi.2019,17:57,"29,1",87,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Novembro,Cavalo com puçá,MARLON,Alfinetado
PTC 252,Pityocera cervus,9E,Perna traseira,F,2/19/2020,6:25,"26,4",84,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 253,Pityocera cervus,20,Peito,F,2/19/2020,7:20,"25,8",93,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 254,Pityocera cervus,12E,Barriga,F,2/19/2020,7:28,"25,6",94,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 255,Pityocera cervus,18E,Perna traseira,F,2/19/2020,7:34,"25,5",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 256,Pityocera cervus,18E,Perna traseira,F,2/19/2020,7:35,"25,4",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 257,Pityocera cervus,6D,Perna dianteira,F,2/19/2020,7:38,"25,5",97,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 258,Pityocera cervus,17E,Perna traseira,F,2/19/2020,7:47,"25,5",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 259,Tabanus rubripes,3,Narina,F,2/19/2020,7:49,"25,6",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 260,Tabanus occidentalis,6E,Perna dianteira,F,2/19/2020,9:49,"28,1",89,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 261,Tabanus occidentalis,7D,Perna traseira,F,2/19/2020,12:16,"29,9",82,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 262,Chrysops variegatus,1D,Orelha,F,2/19/2020,15:37,"25,8",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 263,Tabanus mucronatus,9D,Perna traseira,F,2/19/2020,17:39,"25,9",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,Alfinetado
PTC 264,Pityocera cervus,8D,Perna traseira,F,2/19/2020,17:59,"25,9",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 265,Pityocera cervus,7E,Perna traseira,F,2/20/2020,6:25,25,99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 266,Pityocera cervus,6D,Perna dianteira,F,2/20/2020,6:49,25,99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 267,Pityocera cervus,5E,Quartela traseira,F,2/20/2020,6:50,25,99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 268,Pityocera cervus,8E,Perna traseira,F,2/20/2020,7:00,"25,4",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 269,Pityocera cervus,17E,Perna traseira,F,2/20/2020,7:04,"25,4",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 270,Pityocera cervus,16D,Perna traseira,F,2/20/2020,7:05,"25,4",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 271,Pityocera cervus,18D,Perna traseira,F,2/20/2020,7:01,"25,3",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 272,Pityocera cervus,8D,Perna traseira,F,2/20/2020,7:40,"25,4",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 273,Pityocera cervus,4D,Quartela dianteira,F,2/20/2020,7:48,"25,8",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 274,Pityocera cervus,6D,Perna dianteira,F,2/20/2020,7:57,"26,1",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 275,Pityocera cervus,6D,Perna dianteira,F,2/20/2020,8:16,27,94,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 276,Tabanus occidentalis var. modestus,7D,Perna traseira,F,2/20/2020,8:30,"26,9",93,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 277,Tabanus occidentalis,6E,Perna dianteira,F,2/20/2020,9:09,"26,9",93,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 278,Tabanus occidentalis var. dorsovittatus,4D,Quartela dianteira,F,2/20/2020,9:22,"26,7",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 279,Tabanus discus,6D,Perna dianteira,F,2/20/2020,10:02,"26,8",98,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,Alfinetado
PTC 280,Pityocera cervus,16D,Perna traseira,F,2/20/2020,10:42,"27,7",97,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 281,Tabanus occidentalis,6D,Perna dianteira,F,2/20/2020,10:54,28,94,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 282,Poeciloderas quadripunctatus,7D,Perna traseira,F,2/20/2020,11:52,"35,5",61,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 283,Tabanus occidentalis,7D,Perna traseira,F,2/20/2020,12:46,38,58,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 284,Tabanus occidentalis var. modestus,6D,Perna dianteira,F,2/20/2020,13:29,31,63,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 285,Tabanus occidentalis var. modestus,4E,Quartela dianteira,F,2/20/2020,13:58,"30,2",70,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 286,Tabanus discus,4D,Quartela dianteira,F,2/20/2020,14:46,30,83,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 287,Tabanus antarcticus,6E,Perna dianteira,F,2/20/2020,15:36,30,81,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 288,Leucotabanus exaestuans,2E,Face,F,2/20/2020,15:43,"29,9",81,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 289,Tabanus occidentalis var. modestus,7E,Perna traseira,F,2/20/2020,15:52,"29,8",82,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 290,Tabanus occidentalis var. modestus,7D,Perna traseira,F,2/20/2020,15:57,"29,7",84,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 291,Pityocera cervus,2D,Face,F,2/20/2020,16:09,"29,5",86,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 292,Tabanus occidentalis,6E,Perna dianteira,F,2/20/2020,16:44,29,87,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 293,Catachlorops halteratus,6D,Perna dianteira,F,2/20/2020,17:02,"28,5",89,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 294,Tabanus antarcticus,6E,Perna dianteira,F,2/20/2020,17:04,"28,5",89,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 295,Tabanus antarcticus,7D,Perna traseira,F,2/20/2020,17:11,"28,5",89,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 296,Tabanus occidentalis,7E,Perna traseira,F,2/20/2020,17:12,"28,5",90,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 297,Tabanus antarcticus,7D,Perna traseira,F,2/20/2020,17:28,28,89,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 298,Tabanus antarcticus,6D,Perna dianteira,F,2/20/2020,17:28,28,89,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 299,Tabanus antarcticus,7D,Perna traseira,F,2/20/2020,17:46,"27,8",91,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 300,Tabanus antarcticus,6E,Perna dianteira,F,2/20/2020,17:47,"27,8",91,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 301,Tabanus antarcticus,12,Barriga,F,2/20/2020,17:48,28,90,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 302,Leucotabanus albovarius,20,Peito,F,2/20/2020,17:50,28,90,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 303,Tabanus mucronatus,7E,Perna traseira,F,2/20/2020,17:52,28,90,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 304,Tabanus antarcticus,4D,Quartela dianteira,F,2/20/2020,17:53,28,90,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 305,Tabanus antarcticus,9E,Perna traseira,F,2/20/2020,18:00,"27,8",91,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 306,Tabanus rubripes,6D,Perna dianteira,F,2/25/2020,6:15,"23,3",95,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 307,Tabanus rubripes,7D,Perna traseira,F,2/25/2020,6:19,"23,3",95,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 308,Tabanus rubripes,7D,Perna traseira,F,2/25/2020,6:19,"23,3",95,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 309,Pityocera cervus,9E,Perna traseira,F,2/25/2020,6:21,"23,5",96,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 310,Tabanus rubripes,6E,Perna dianteira,F,2/25/2020,6:32,"23,5",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 311,Pityocera cervus,7E,Perna traseira,F,2/25/2020,7:07,"2,5",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 312,Pityocera cervus,18E,Perna traseira,F,2/25/2020,7:56,"23,6",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 313,Pityocera cervus,6E,Perna dianteira,F,2/25/2020,8:02,"23,6",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 314,Pityocera cervus,7E,Perna traseira,F,2/25/2020,8:12,"23,8",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 315,Tabanus antarcticus,7D,Perna traseira,F,2/25/2020,8:37,24,99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 316,Pityocera cervus,8D,Perna traseira,F,2/25/2020,9:30,"24,7",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 317,Tabanus antarcticus,6E,Perna dianteira,F,2/25/2020,9:57,25,97,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 318,Tabanus occidentalis var. modestus,6D,Perna dianteira,F,2/25/2020,10:40,"25,9",95,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 319,Tabanus antarcticus,6E,Perna dianteira,F,2/25/2020,11:39,"26,7",95,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 320,Chrysops variegatus,1D,Orelha,F,2/25/2020,12:09,27,92,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 321,Stenotabanus albilinearis,14,Aparelho genital,F,2/25/2020,12:15,"27,5",93,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 322,Tabanus occidentalis var. modestus,7D,Perna traseira,F,2/25/2020,13:40,"27,6",93,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 323,Tabanus rubripes,11E,Pescoço,F,2/25/2020,14:09,"27,7",93,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 324,Leucotabanus exaestuans,1D,Orelha,F,2/25/2020,14:39,"28,2",92,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 325,Chrysops variegatus,1D,Orelha,F,2/25/2020,14:48,28,90,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 326,Tabanus occidentalis,3,Narina,F,2/25/2020,15:43,"26,8",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 327,Tabanus antarcticus,9D,Perna traseira,F,2/25/2020,16:05,"26,8",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 328,Tabanus antarcticus,7E,Perna traseira,F,2/25/2020,16:21,"26,7",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 329,Tabanus antarcticus,7D,Perna traseira,F,2/25/2020,17:11,"25,4",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 330,Tabanus antarcticus,7D,Perna traseira,F,2/25/2020,17:11,"25,4",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 331,Tabanus antarcticus,7D,Perna traseira,F,2/25/2020,17:13,"25,4",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 332,Tabanus antarcticus,6E,Perna dianteira,F,2/25/2020,17:14,"25,4",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 333,Tabanus antarcticus,7E,Perna traseira,F,2/25/2020,17:15,"25,4",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 334,Tabanus antarcticus,6E,Perna dianteira,F,2/25/2020,17:15,"25,4",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 335,Tabanus antarcticus,6E,Perna dianteira,F,2/25/2020,17:18,"25,4",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 336,Pityocera cervus,6E,Perna dianteira,F,2/25/2020,17:19,"25,4",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 337,Tabanus antarcticus,12E,Barriga,F,2/25/2020,17:20,"25,4",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 338,Tabanus occidentalis,12D,Barriga,F,2/25/2020,17:21,"25,3",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 339,Pityocera cervus,12D,Barriga,F,2/25/2020,17:23,"25,3",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 340,Tabanus antarcticus,9D,Perna traseira,F,2/25/2020,17:25,"25,3",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 341,Tabanus antarcticus,6E,Perna dianteira,F,2/25/2020,17:26,"25,4",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 342,Tabanus antarcticus,7E,Perna traseira,F,2/25/2020,17:26,"25,4",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 343,Tabanus antarcticus,8E,Perna traseira,F,2/25/2020,17:27,"25,4",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 344,Tabanus antarcticus,6E,Perna dianteira,F,2/25/2020,17:27,"25,4",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 345,Tabanus antarcticus,8D,Perna traseira,F,2/25/2020,17:31,"25,3",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 346,Tabanus antarcticus,8E,Perna traseira,F,2/25/2020,17:33,"25,3",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 347,Tabanus antarcticus,8E,Perna traseira,F,2/25/2020,17:33,"25,4",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 348,Tabanus antarcticus,20,Peito,F,2/25/2020,17:34,"25,3",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 349,Tabanus antarcticus,6E,Perna dianteira,F,2/25/2020,17:35,"25,3",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 350,Tabanus antarcticus,8D,Perna traseira,F,2/25/2020,17:36,"25,4",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 351,Tabanus antarcticus,9D,Perna traseira,F,2/25/2020,17:36,"25,4",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 352,Tabanus antarcticus,7E,Perna traseira,F,2/25/2020,17:41,"25,3",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 353,Tabanus antarcticus,8E,Perna traseira,F,2/25/2020,17:42,"25,3",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 354,Tabanus antarcticus,11E,Pescoço,F,2/25/2020,17:46,"25,3",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 355,Tabanus antarcticus,7D,Perna traseira,F,2/25/2020,17:49,"25,3",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 356,Pityocera cervus,12E,Barriga,F,2/25/2020,17:50,"25,3",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 357,Tabanus antarcticus,12,Barriga,F,2/25/2020,17:51,"25,3",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 358,Pityocera cervus,7E,Perna traseira,F,2/25/2020,17:53,"25,3",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 359,Tabanus antarcticus,7E,Perna traseira,F,2/25/2020,17:54,"25,3",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 360,Tabanus antarcticus,8D,Perna traseira,F,2/25/2020,17:57,"25,3",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 361,Tabanus rubripes,8D,Perna traseira,F,2/25/2020,17:57,"25,3",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 362,Tabanus antarcticus,6D,Perna dianteira,F,2/25/2020,18:00,"25,1",99,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 363,Tabanus rubripes,8D,Perna traseira,F,2/26/2020,6:15,23,99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAIO,
PTC 364,Pityocera cervus,12E,Barriga,F,2/26/2020,6:15,23,99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 365,Pityocera cervus,8D,Perna traseira,F,2/26/2020,6:21,23,99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAIO,
PTC 366,Pityocera cervus,6D,Perna dianteira,F,2/26/2020,6:29,23,99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAIO,
PTC 367,Pityocera cervus,6D,Perna dianteira,F,2/26/2020,6:34,23,99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 368,Pityocera cervus,6E,Perna dianteira,F,2/26/2020,6:38,"22,9",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 369,Tabanus rubripes,6E,Perna dianteira,F,2/26/2020,6:38,"22,9",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 370,Pityocera cervus,6D,Perna dianteira,F,2/26/2020,6:49,"22,9",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 371,Pityocera cervus,6D,Perna dianteira,F,2/26/2020,6:52,"23,3",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ ,
PTC 372,Pityocera cervus,12D,Barriga,F,2/26/2020,6:53,"23,2",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 373,Pityocera cervus,7E,Perna traseira,F,2/26/2020,6:55,"23,1",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 374,Pityocera cervus,7D,Perna traseira,F,2/26/2020,6:59,23,99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
